Date,PolicyRate,Inflation,Output,Forward5YearRealNaturalRate
1999-03-31,0.9756309398065981,0.4958991814843533,0.4169178247168146,0.32034154423510836
1999-06-30,0.915596453509899,0.49061313943291435,0.22416455588030934,0.30344943012124653
1999-09-30,0.9386121740053706,0.4909008673470031,0.37070116155167615,0.32571218527658213
1999-12-31,0.9490080584146681,0.49321531196379903,0.4504669231284429,0.34769132219456894
2000-03-31,1.0203214955420497,0.49388137385986636,0.7722132260335954,0.3573676872857588
2000-06-30,1.094042432011036,0.4928695473757531,1.0908207102585954,0.3550163926267499
2000-09-30,1.1816730209512434,0.48974026390487024,1.45800775432626,0.33961466051813577
2000-12-31,1.2113592730236735,0.48615839163005264,1.5783440821463792,0.31855201272404854
2001-03-31,1.221560723761725,0.48030149956068835,1.6214842494621426,0.2797934628514953
2001-06-30,1.2157217899503987,0.47797389744713276,1.599659748160314,0.269295542874155
2001-09-30,1.1842360750773442,0.47797762635004803,1.4726189545078607,0.2684458980689497
2001-12-31,1.0921961816213095,0.4757149796123757,1.1023769479052503,0.24124217837100556
2002-03-31,0.9411109525657194,0.4736431853792163,0.5015316043114528,0.2141882614207045
2002-06-30,0.8582438664848471,0.4851714468962156,0.18417560806203584,0.29847849757452205
2002-09-30,0.8297083380232012,0.49131486860663154,0.08991810621017014,0.32310033183188663
2002-12-31,0.7778188950439929,0.47970884553093623,-0.08828124262592302,0.2291373847892633
2003-03-31,0.7609190935062883,0.4698784958915044,-0.11148544616522948,0.1877683532078912
2003-06-30,0.7488338674437242,0.461108427762887,-0.11147850469094739,0.14850559731356477
2003-09-30,0.6906419211990618,0.45851882685012957,-0.30584964276289556,0.14267819545563107
2003-12-31,0.6806580396793305,0.46773861633449115,-0.3127101303659414,0.2112997230700235
2004-03-31,0.7146014286675589,0.48126677820292413,-0.15855843240762635,0.2874262120433039
2004-06-30,0.7196048183714572,0.4880876341633448,-0.13792728908355256,0.3029498041229818
2004-09-30,0.7277558738276442,0.49663558978592376,-0.11437100724417595,0.3450539370055915
2004-12-31,0.7146356004696359,0.4981219594313878,-0.17922150810082443,0.3356802441905683
2005-03-31,0.7437937589541703,0.4920235809458047,-0.05974197081614055,0.29503546587312424
2005-06-30,0.7422736448563714,0.48227327603877707,-0.05942269860380257,0.24102979140329592
2005-09-30,0.7517296378525538,0.4664843480073304,0.0024147005773876296,0.1552302575116073
2005-12-31,0.7252871084948359,0.4495506627175828,-0.0702426874335059,0.0712537970608425
2006-03-31,0.7108039959825216,0.43788978390214406,-0.08405651137549776,0.0268022453690705
2006-06-30,0.7823910535002043,0.43783890011081905,0.24998217812411444,0.05731734325317295
2006-09-30,0.8445582695446276,0.44360736002272994,0.5227042609349578,0.09930461338399132
2006-12-31,0.8981369726625057,0.44769933713827303,0.7446449974177569,0.11632620673052527
2007-03-31,0.9646053007019197,0.4494248060886048,1.0106816206589937,0.1232403335234338
2007-06-30,0.9907311277029458,0.44685135309418295,1.1064310204141008,0.10199926583979335
2007-09-30,1.1047799584505784,0.4459862085441649,1.563807980627077,0.1158010655313716
2007-12-31,1.1289757483480425,0.44171336443082826,1.6437654770927246,0.08863690437379615
2008-03-31,1.1726763424636877,0.4295679323592204,1.8178145230657283,0.01380146169991181
2008-06-30,1.1308035417067697,0.4218257146960468,1.6436756788810325,-0.023275287926292798
2008-09-30,1.1072751033185484,0.4153280088063,1.5578136500561404,-0.05529685448253219
2008-12-31,1.0601193423667095,0.41149406640613023,1.3799215873916044,-0.07114937824211243
2009-03-31,0.7229173229948234,0.3845563350673067,0.04093014004847273,-0.28813861137008545
2009-06-30,0.3580585602466301,0.3721563545691896,-1.3642972559362865,-0.3487134491844277
2009-09-30,0.19855013230900165,0.37781692553739177,-1.9017037455582217,-0.2862432005272244
2009-12-31,0.11947075717982314,0.39458441442355996,-2.127788317494242,-0.18190649422624006
2010-03-31,0.1431237262519185,0.4044412117239795,-1.949814983158289,-0.1410177595766698
2010-06-30,0.19653166421817136,0.4127131552623644,-1.6760443181663358,-0.10106142248836109
2010-09-30,0.17551054425181412,0.4115910794314115,-1.7239046432489151,-0.1333878045946404
2010-12-31,0.15385110328026808,0.4113009485492686,-1.7783948538484484,-0.13437433473403793
2011-03-31,0.2256419780423573,0.4110024733870633,-1.4514608707182435,-0.12742480948026724
2011-06-30,0.2685563267122052,0.416707165012895,-1.2644407942939844,-0.08405219959902027
2011-09-30,0.3131799207248511,0.42315561678468633,-1.0847951404650538,-0.05267154195381657
2011-12-31,0.21905704038205165,0.4193547119344714,-1.4769522455829425,-0.11844807924702605
2012-03-31,0.09225589324339378,0.413568080652784,-1.9844372691450216,-0.16820517740687874
2012-06-30,0.009747684485475694,0.4098532330247956,-2.2920530525329053,-0.1900181484611002
2012-09-30,-0.08743770533024398,0.41072600987229524,-2.6563405600491308,-0.18758679373880127
2012-12-31,-0.17443119678443597,0.40676082812047665,-2.968445416615235,-0.22146671195925471
2013-03-31,-0.21620570107850157,0.4008888758674959,-3.0852572328531798,-0.25126144075621415
2013-06-30,-0.2784405261615237,0.4043791753292504,-3.29477452298849,-0.21874350351896288
2013-09-30,-0.29464533086942435,0.4039107707552091,-3.3148622909740864,-0.22199004167748115
2013-12-31,-0.2798098871190082,0.4019664461602087,-3.2114327764117667,-0.22461712537059697
2014-03-31,-0.23567162335690095,0.3990607062914111,-2.9937551264173416,-0.2352868555058627
2014-06-30,-0.2881216488094771,0.39522045474058687,-3.1815031384422254,-0.26275076815225207
2014-09-30,-0.23934468089644956,0.38865660542547975,-2.9438500999255823,-0.29159888071233453
2014-12-31,-0.2672232417225173,0.38554769567110847,-3.0311373645781337,-0.3028161548476218
2015-03-31,-0.24641583656703936,0.37993883881754686,-2.9133133680811616,-0.3337399534988512
2015-06-30,-0.3182011662667181,0.3734870971953249,-3.1779484023225413,-0.37758201246128376
2015-09-30,-0.28531463476388885,0.3695207665418587,-3.003889360820353,-0.38047690013120317
2015-12-31,-0.3326406433064699,0.3695683764529357,-3.171186350082669,-0.3719696500229589
2016-03-31,-0.37557432521342693,0.3658167474023972,-3.3152477678800665,-0.3995286864139511
2016-06-30,-0.35494476924459883,0.36353211969725263,-3.195645484140475,-0.40919775744939846
2016-09-30,-0.32080231822927185,0.3682004817652071,-3.03444754454784,-0.37098609472242217
2016-12-31,-0.308567477726998,0.37103053162791777,-2.974595378084972,-0.3627757551261789
2017-03-31,-0.25156775736180836,0.37725967495402235,-2.7406158924899224,-0.31805343828637445
2017-06-30,-0.21430523686366343,0.38123440351979554,-2.5993579514686305,-0.3007327380299013
2017-09-30,-0.19406197310075057,0.3789532772506094,-2.5281822527135156,-0.32366028938237235
2017-12-31,-0.1799880603381636,0.37829403659095273,-2.4820482577305887,-0.32116208749071384
2018-03-31,-0.1705157507316597,0.38068159097156884,-2.457129767000498,-0.3004808463012163
2018-06-30,-0.15167351184035427,0.38058965579112786,-2.392205413513388,-0.30582500347561736
2018-09-30,-0.09426780122418199,0.38335256962548037,-2.1717088545374024,-0.2829161810743335
2018-12-31,-0.10060549665556029,0.3845057565942725,-2.2192627479340197,-0.2872177496564714
2019-03-31,-0.0863259300764484,0.3856984243665894,-2.178585554016331,-0.28099319710051396
2019-06-30,-0.05250748079987633,0.3800825987295164,-2.049865840222974,-0.32133136807448104
2019-09-30,-0.028859239514565593,0.3763409368499658,-1.9612945165262048,-0.3377672314341602
2019-12-31,0.006824862835338896,0.37046977446652246,-1.8181575995731536,-0.3718366692557791
2020-03-31,0.002001840161693691,0.3669718356539946,-1.8417495155505619,-0.3883576403335801
2020-06-30,-0.1628141028571608,0.3633969571389376,-2.5186086859647436,-0.42350299803734937
2020-09-30,-0.4055392996194367,0.35909676674557306,-3.4907418537357744,-0.4644235929383005
2020-12-31,-0.5944917661795139,0.3615135593525539,-4.218262212568736,-0.4447962672224708
2021-03-31,-0.8797153338734125,0.3607357529725702,-5.326234633473111,-0.46836390448016496
2021-06-30,-0.9501095627282738,0.36007884109439137,-5.525028979073216,-0.45700825850734006
2021-09-30,-0.5607779423968382,0.37234833549073093,-3.852712321315963,-0.3171719911072506
2021-12-31,-0.30763373260503,0.376415846726735,-2.8074347569892217,-0.30044941079006227
2022-03-31,-0.324188532501954,0.37687319566714544,-2.9054076891137877,-0.31270851028702906
2022-06-30,-0.24709895484549094,0.38128011532523065,-2.615312133594819,-0.26804971969661495
2022-09-30,-0.1403507387059334,0.39235927577759605,-2.2201884085616657,-0.18308415994278948
2022-12-31,0.0006621376985520566,0.4014652195168826,-1.6995964448868914,-0.1278540030135198
2023-03-31,0.12234976209839432,0.4081417998430957,-1.2729647542465337,-0.0920966157783778
2023-06-30,0.289156341247398,0.41258336878194884,-0.667545104945279,-0.06623949671505491
2023-09-30,0.434698625560121,0.419666821143418,-0.1639300955786105,-0.016758518888668028
2023-12-31,0.5552648404705195,0.42839676632310264,0.2260780094600256,0.036990038233335604
2024-03-31,0.5550898049421158,0.4318810655896843,0.11922528049971884,0.03806762729859442
2024-06-30,0.6319162446701834,0.4299855615235112,0.35058142927379704,0.021360994130601885
2024-09-30,0.617913939127714,0.4299153651321462,0.21377953308625147,0.020105758097705123
