Date,ConvenienceYield_EA,ConvenienceYield_EA_APR,ConvenienceYield_US,ConvenienceYield_US_APR
1970-12-31,0.19705206998536656,0.7882082799414662,,
1971-03-31,0.2592864870180539,1.0371459480722156,,
1971-06-30,0.007124657410509605,0.02849862964203842,,
1971-09-30,0.07484224419978368,0.2993689767991347,0.020592285937232266,0.08236914374892906
1971-12-31,0.1268454769138832,0.5073819076555328,-0.2754680859105142,-1.1018723436420568
1972-03-31,0.09054492428434836,0.36217969713739345,-0.2693769593567464,-1.0775078374269855
1972-06-30,-0.06444065235117019,-0.25776260940468076,-0.19598920020407465,-0.7839568008162986
1972-09-30,-0.09043866853948104,-0.36175467415792417,-0.12756202154989676,-0.5102480861995871
1972-12-31,0.08428509602579976,0.337140384103199,-0.09161450967929606,-0.36645803871718424
1973-03-31,0.1994155156691111,0.7976620626764444,-0.2633768293225822,-1.0535073172903289
1973-06-30,0.0721360159217137,0.2885440636868548,-0.059254174057361234,-0.23701669622944493
1973-09-30,0.32860025387921166,1.3144010155168466,-0.09063778986425547,-0.3625511594570219
1973-12-31,0.43112248747818926,1.724489949912757,0.04343699241061724,0.17374796964246897
1974-03-31,0.5799413944532259,2.3197655778129036,0.19347952171996322,0.7739180868798529
1974-06-30,0.4351245824330068,1.7404983297320271,0.0990584463528392,0.3962337854113568
1974-09-30,0.5109185500476896,2.0436742001907584,0.31744150949720146,1.2697660379888058
1974-12-31,0.4222008525051578,1.6888034100206313,0.1409479688552315,0.563791875420926
1975-03-31,0.15899730432771408,0.6359892173108563,0.04713061250943125,0.188522450037725
1975-06-30,-0.0008184240128151221,-0.0032736960512604885,0.2678154860974271,1.0712619443897085
1975-09-30,-0.027022438680410543,-0.10808975472164217,0.21877466760870345,0.8750986704348138
1975-12-31,-0.00875916096249768,-0.03503664384999072,-0.4407333981629352,-1.7629335926517409
1976-03-31,0.12006297207101929,0.48025188828407717,-0.5703408976977894,-2.2813635907911576
1976-06-30,0.19910951239844638,0.7964380495937855,-0.4172983088779121,-1.6691932355116483
1976-09-30,0.20464800070199785,0.8185920028079914,-0.23663755598360306,-0.9465502239344122
1976-12-31,0.25745038280028926,1.029801531201157,-0.3565913668119634,-1.4263654672478536
1977-03-31,0.33991774029283334,1.3596709611713333,-0.2096484156808621,-0.8385936627234484
1977-06-30,0.40728243174693307,1.6291297269877323,-0.30074900912412317,-1.2029960364964927
1977-09-30,0.27427864694446463,1.0971145877778585,-0.2641099769605359,-1.0564399078421436
1977-12-31,0.36195341283377974,1.447813651335119,-0.32058902297735925,-1.282356091909437
1978-03-31,0.3746913534865428,1.4987654139461712,-0.33166458490953377,-1.326658339638135
1978-06-30,0.11171814333243585,0.4468725733297434,-0.24469216662132032,-0.9787686664852813
1978-09-30,0.24103126721595322,0.9641250688638129,-0.1995053704015107,-0.7980214816060428
1978-12-31,0.431907963880484,1.727631855521936,-0.1779803879360329,-0.7119215517441316
1979-03-31,0.41465957068752257,1.6586382827500903,-0.19509875284721315,-0.7803950113888526
1979-06-30,0.20121887129176635,0.8048754851670654,0.1218705839296502,0.4874823357186008
1979-09-30,0.6340940530307579,2.5363762121230318,-0.0442054832236518,-0.1768219328946072
1979-12-31,0.5600154303590821,2.2400617214363283,0.09293371961936893,0.3717348784774757
1980-03-31,0.9004182933879357,3.6016731735517427,0.1333072636862916,0.5332290547451664
1980-06-30,0.8311983824084652,3.324793529633861,-0.0019185735385244262,-0.007674294154097705
1980-09-30,0.7008913912714241,2.8035655650856963,0.245491222733031,0.981964890932124
1980-12-31,0.7079515407536783,2.831806163014713,0.4278706334876736,1.7114825339506945
1981-03-31,0.7979790119722667,3.191916047889067,0.44930742069006974,1.797229682760279
1981-06-30,0.8318350166630422,3.3273400666521686,-0.27980316465802063,-1.1192126586320825
1981-09-30,1.0446797407789274,4.17871896311571,-0.1116619326147694,-0.4466477304590776
1981-12-31,0.9977330795062699,3.9909323180250795,0.6653314526904398,2.6613258107617592
1982-03-31,0.9195600580705738,3.6782402322822954,0.5288101556817777,2.1152406227271108
1982-06-30,0.7732452379050607,3.092980951620243,0.6138930435245034,2.4555721740980134
1982-09-30,0.8175064636100391,3.2700258544401564,0.5237241858447713,2.0948967433790853
1982-12-31,0.656249042282008,2.624996169128032,-0.02401140532582166,-0.09604562130328664
1983-03-31,0.68135809610116,2.72543238440464,0.20359464341556066,0.8143785736622426
1983-06-30,0.6034151371144106,2.4136605484576426,0.1901079187520594,0.7604316750082376
1983-09-30,0.6529495456735249,2.6117981826940997,-0.08019990361872303,-0.32079961447489214
1983-12-31,0.6286204406182982,2.514481762473193,-0.07553653662946822,-0.30214614651787286
1984-03-31,0.7186711414541807,2.8746845658167226,-0.1360841985778405,-0.544336794311362
1984-06-30,0.6616161966171967,2.646464786468787,0.10454728654255814,0.41818914617023256
1984-09-30,0.5326162022649424,2.1304648090597698,0.20210949462151326,0.808437978486053
1984-12-31,0.5047763952928206,2.0191055811712824,0.19608852340075994,0.7843540936030398
1985-03-31,0.5529473565748355,2.211789426299342,0.13148726552576007,0.5259490621030403
1985-06-30,0.5616958755992809,2.2467835023971237,0.2920010714844473,1.1680042859377893
1985-09-30,0.5429541767628969,2.1718167070515877,0.2762198382034249,1.1048793528136995
1985-12-31,0.4492938050569708,1.7971752202278832,0.0968008793230897,0.3872035172923588
1986-03-31,0.3729605241733505,1.491842096693402,0.10030781135428511,0.40123124541714045
1986-06-30,0.3365936853311642,1.3463747413246567,0.022289054362479545,0.08915621744991818
1986-09-30,0.3421674313491943,1.3686697253967772,0.11859828047283572,0.47439312189134286
1986-12-31,0.29137128220274155,1.1654851288109662,0.06612417932691354,0.26449671730765417
1987-03-31,0.4112105737447461,1.6448422949789845,0.1439859096846704,0.5759436387386816
1987-06-30,0.3948623676221341,1.5794494704885365,-0.010896830572838079,-0.043587322291352315
1987-09-30,0.5229913725462354,2.0919654901849416,0.0907108795794681,0.3628435183178724
1987-12-31,0.43412780897258574,1.736511235890343,0.01929506462447321,0.07718025849789284
1988-03-31,0.3849306887223789,1.5397227548895156,-0.007417972507784185,-0.02967189003113674
1988-06-30,0.17001898352404654,0.6800759340961862,0.19247027856334695,0.7698811142533878
1988-09-30,0.234528008406918,0.938112033627672,0.16381306266345533,0.6552522506538213
1988-12-31,0.38980123842396464,1.5592049536958585,0.058094246605598726,0.2323769864223949
1989-03-31,0.3570957414345774,1.4283829657383096,0.19378013973908786,0.7751205589563515
1989-06-30,0.4747949366432952,1.8991797465731808,0.1747054283018146,0.6988217132072584
1989-09-30,0.4660806896611986,1.8643227586447944,0.2363151200350147,0.9452604801400588
1989-12-31,0.5195601780872067,2.0782407123488267,0.376876463939155,1.50750585575662
1990-03-31,0.5244980353185564,2.0979921412742257,0.4085746423211452,1.6342985692845808
1990-06-30,0.40754514032403927,1.630180561296157,0.44436468014886865,1.7774587205954746
1990-09-30,0.2915617680988221,1.1662470723952885,0.40366165239663154,1.6146466095865262
1990-12-31,0.35239519502630073,1.409580780105203,0.2781308916135322,1.1125235664541289
1991-03-31,0.4655990003792327,1.8623960015169307,0.37485543905845076,1.499421756233803
1991-06-30,0.44806834191635014,1.7922733676654006,0.19374031626617605,0.7749612650647042
1991-09-30,0.4310203175889395,1.724081270355758,0.26635159238300027,1.065406369532001
1991-12-31,0.4278414246311641,1.7113656985246564,0.1147258687383636,0.4589034749534544
1992-03-31,0.5228312340792787,2.0913249363171147,-0.13231078276235197,-0.5292431310494079
1992-06-30,0.5048468877366903,2.019387550946761,0.009028418777780982,0.03611367511112393
1992-09-30,0.52023259773502,2.08093039094008,-0.03173950360236102,-0.12695801440944407
1992-12-31,0.6275290673343776,2.5101162693375105,-0.14305999746952544,-0.5722399898781018
1993-03-31,0.675874136132306,2.703496544529224,0.025028827524030392,0.10011531009612157
1993-06-30,0.40828226090132214,1.6331290436052885,-0.05148186656850982,-0.20592746627403927
1993-09-30,0.3159902786020914,1.2639611144083656,-0.06159584717042943,-0.24638338868171772
1993-12-31,0.3513630514488262,1.4054522057953047,-0.053042196005629594,-0.21216878402251838
1994-03-31,0.32926339351202927,1.317053574048117,-0.12707345040368556,-0.5082938016147422
1994-06-30,0.30890953378046315,1.2356381351218526,-0.026108089500632807,-0.10443235800253123
1994-09-30,0.2060082642030801,0.8240330568123204,0.01701529550840418,0.06806118203361672
1994-12-31,0.1970349825597467,0.7881399302389868,0.02925974211932537,0.11703896847730148
1995-03-31,0.14861164084187015,0.5944465633674806,0.02684279156624888,0.10737116626499552
1995-06-30,0.23459493740928547,0.9383797496371419,0.08702569584324404,0.3481027833729762
1995-09-30,0.31232280843967497,1.2492912337586999,0.12434620635995788,0.49738482543983153
1995-12-31,0.19806592947732166,0.7922637179092866,0.23927068534211782,0.9570827413684713
1996-03-31,0.21063646339566622,0.8425458535826649,0.18796955089263245,0.7518782035705298
1996-06-30,0.190805458188476,0.763221832753904,0.2085591940752757,0.8342367763011028
1996-09-30,0.12327299243575934,0.4930919697430374,0.20099617069259557,0.8039846827703823
1996-12-31,0.15536378090524008,0.6214551236209603,0.16786379900751752,0.6714551960300701
1997-03-31,0.10738349219860405,0.4295339687944162,0.1327274773237839,0.5309099092951356
1997-06-30,0.10989565363293777,0.43958261453175107,0.19561674653157002,0.7824669861262801
1997-09-30,0.08582407953759152,0.3432963181503661,0.15478962660960388,0.6191585064384155
1997-12-31,0.11602200069678681,0.46408800278714724,0.14883673010558143,0.5953469204223257
1998-03-31,0.17919873781016368,0.7167949512406547,0.1331794717049958,0.5327178868199832
1998-06-30,0.11783072419636625,0.471322896785465,0.14533645737436135,0.5813458294974454
1998-09-30,0.13400619105871006,0.5360247642348402,0.27451016600556566,1.0980406640222626
