Date,ConvenienceYield_EA,ConvenienceYield_EA_APR,ConvenienceYield_US,ConvenienceYield_US_APR
1970-12-31,0.19705206998539845,0.7882082799415938,,
1971-03-31,0.25928648701808665,1.0371459480723466,,
1971-06-30,0.007124657410541899,0.028498629642167594,,
1971-09-30,0.07484224419981338,0.2993689767992535,0.020592285937230295,0.08236914374892118
1971-12-31,0.1268454769139149,0.5073819076556596,-0.27546808591051597,-1.1018723436420639
1972-03-31,0.09054492428438095,0.3621796971375238,-0.269376959356748,-1.077507837426992
1972-06-30,-0.06444065235113672,-0.25776260940454687,-0.19598920020407637,-0.7839568008163055
1972-09-30,-0.09043866853945026,-0.36175467415780105,-0.12756202154989701,-0.5102480861995881
1972-12-31,0.08428509602582994,0.33714038410331976,-0.0916145096792967,-0.3664580387171868
1973-03-31,0.19941551566913987,0.7976620626765595,-0.26337682932258194,-1.0535073172903278
1973-06-30,0.07213601592174648,0.28854406368698593,-0.05925417405736,-0.23701669622944
1973-09-30,0.3286002538792452,1.3144010155169807,-0.09063778986425483,-0.3625511594570193
1973-12-31,0.4311224874782247,1.7244899499128987,0.04343699241061741,0.17374796964246964
1974-03-31,0.5799413944532664,2.3197655778130657,0.19347952171996485,0.7739180868798594
1974-06-30,0.4351245824330486,1.7404983297321943,0.09905844635284089,0.39623378541136356
1974-09-30,0.5109185500477346,2.0436742001909383,0.31744150949720296,1.2697660379888118
1974-12-31,0.42220085250520356,1.6888034100208142,0.1409479688552328,0.5637918754209312
1975-03-31,0.15899730432776193,0.6359892173110477,0.04713061250943211,0.18852245003772844
1975-06-30,-0.0008184240127676462,-0.003273696051070585,0.26781548609742756,1.0712619443897102
1975-09-30,-0.027022438680364108,-0.10808975472145643,0.21877466760870362,0.8750986704348145
1975-12-31,-0.008759160962451343,-0.03503664384980537,-0.44073339816293505,-1.7629335926517402
1976-03-31,0.12006297207106538,0.4802518882842615,-0.5703408976977901,-2.2813635907911602
1976-06-30,0.19910951239849337,0.7964380495939735,-0.41729830887791464,-1.6691932355116585
1976-09-30,0.20464800070204234,0.8185920028081694,-0.23663755598360559,-0.9465502239344223
1976-12-31,0.2574503828003363,1.029801531201345,-0.3565913668119653,-1.4263654672478612
1977-03-31,0.33991774029288024,1.359670961171521,-0.20964841568086395,-0.8385936627234558
1977-06-30,0.40728243174697876,1.629129726987915,-0.3007490091241241,-1.2029960364964964
1977-09-30,0.2742786469445097,1.0971145877780388,-0.2641099769605364,-1.0564399078421456
1977-12-31,0.3619534128338215,1.447813651335286,-0.32058902297736025,-1.282356091909441
1978-03-31,0.37469135348658245,1.4987654139463298,-0.33166458490953354,-1.3266583396381342
1978-06-30,0.11171814333247373,0.44687257332989494,-0.24469216662132007,-0.9787686664852803
1978-09-30,0.24103126721598814,0.9641250688639526,-0.1995053704015084,-0.7980214816060336
1978-12-31,0.43190796388051667,1.7276318555220667,-0.17798038793603166,-0.7119215517441266
1979-03-31,0.4146595706875559,1.6586382827502235,-0.19509875284721134,-0.7803950113888454
1979-06-30,0.20121887129180036,0.8048754851672014,0.12187058392965153,0.4874823357186061
1979-09-30,0.6340940530307867,2.536376212123147,-0.044205483223648194,-0.17682193289459278
1979-12-31,0.5600154303591124,2.2400617214364495,0.09293371961937238,0.37173487847748954
1980-03-31,0.9004182933879663,3.6016731735518652,0.13330726368629528,0.5332290547451811
1980-06-30,0.8311983824084964,3.3247935296339857,-0.0019185735385206099,-0.007674294154082439
1980-09-30,0.7008913912714534,2.8035655650858136,0.24549122273303392,0.9819648909321357
1980-12-31,0.7079515407537053,2.831806163014821,0.42787063348767795,1.7114825339507118
1981-03-31,0.7979790119722922,3.1919160478891686,0.44930742069007357,1.7972296827602943
1981-06-30,0.8318350166630686,3.3273400666522743,-0.27980316465801736,-1.1192126586320694
1981-09-30,1.0446797407789543,4.178718963115817,-0.11166193261476955,-0.4466477304590782
1981-12-31,0.9977330795063025,3.99093231802521,0.665331452690441,2.661325810761764
1982-03-31,0.9195600580706071,3.6782402322824286,0.5288101556817802,2.115240622727121
1982-06-30,0.7732452379050899,3.0929809516203597,0.6138930435245054,2.4555721740980214
1982-09-30,0.8175064636100661,3.2700258544402643,0.5237241858447743,2.0948967433790973
1982-12-31,0.656249042282034,2.624996169128136,-0.024011405325819808,-0.09604562130327923
1983-03-31,0.6813580961011849,2.7254323844047397,0.2035946434155642,0.8143785736622569
1983-06-30,0.603415137114433,2.413660548457732,0.19010791875206076,0.760431675008243
1983-09-30,0.6529495456735461,2.6117981826941845,-0.08019990361872187,-0.3207996144748875
1983-12-31,0.6286204406183202,2.514481762473281,-0.07553653662946773,-0.3021461465178709
1984-03-31,0.7186711414542053,2.874684565816821,-0.13608419857784065,-0.5443367943113626
1984-06-30,0.6616161966172196,2.6464647864688784,0.10454728654255824,0.41818914617023295
1984-09-30,0.5326162022649649,2.1304648090598595,0.20210949462151356,0.8084379784860543
1984-12-31,0.5047763952928407,2.0191055811713627,0.19608852340076138,0.7843540936030455
1985-03-31,0.552947356574859,2.211789426299436,0.1314872655257625,0.52594906210305
1985-06-30,0.5616958755993063,2.2467835023972254,0.29200107148444937,1.1680042859377975
1985-09-30,0.5429541767629207,2.1718167070516827,0.27621983820342777,1.104879352813711
1985-12-31,0.4492938050569958,1.7971752202279832,0.09680087932309214,0.38720351729236857
1986-03-31,0.37296052417337444,1.4918420966934978,0.10030781135428792,0.40123124541715166
1986-06-30,0.33659368533118694,1.3463747413247478,0.022289054362481655,0.08915621744992662
1986-09-30,0.3421674313492158,1.3686697253968632,0.1185982804728384,0.4743931218913536
1986-12-31,0.2913712822027625,1.16548512881105,0.06612417932691458,0.26449671730765834
1987-03-31,0.4112105737447679,1.6448422949790715,0.1439859096846728,0.5759436387386913
1987-06-30,0.3948623676221592,1.5794494704886368,-0.010896830572836212,-0.04358732229134485
1987-09-30,0.522991372546264,2.091965490185056,0.09071087957947019,0.36284351831788075
1987-12-31,0.4341278089726198,1.7365112358904793,0.01929506462447459,0.07718025849789836
1988-03-31,0.38493068872241565,1.5397227548896626,-0.007417972507783019,-0.029671890031132075
1988-06-30,0.17001898352408315,0.6800759340963326,0.19247027856334709,0.7698811142533883
1988-09-30,0.23452800840695429,0.9381120336278171,0.16381306266345586,0.6552522506538234
1988-12-31,0.38980123842400227,1.559204953696009,0.058094246605599247,0.23237698642239699
1989-03-31,0.3570957414346163,1.4283829657384652,0.19378013973908848,0.7751205589563539
1989-06-30,0.4747949366433343,1.899179746573337,0.17470542830181432,0.6988217132072573
1989-09-30,0.46608068966124117,1.8643227586449647,0.23631512003501526,0.945260480140061
1989-12-31,0.5195601780872494,2.0782407123489977,0.3768764639391546,1.5075058557566183
1990-03-31,0.524498035318599,2.097992141274396,0.4085746423211452,1.6342985692845808
1990-06-30,0.40754514032408395,1.6301805612963358,0.4443646801488687,1.7774587205954748
1990-09-30,0.29156176809886936,1.1662470723954774,0.4036616523966316,1.6146466095865264
1990-12-31,0.35239519502634564,1.4095807801053826,0.27813089161353305,1.1125235664541322
1991-03-31,0.46559900037927804,1.8623960015171122,0.37485543905845026,1.499421756233801
1991-06-30,0.4480683419163962,1.7922733676655849,0.19374031626617644,0.7749612650647058
1991-09-30,0.43102031758898407,1.7240812703559363,0.2663515923829991,1.0654063695319964
1991-12-31,0.42784142463120917,1.7113656985248367,0.11472586873836237,0.45890347495344946
1992-03-31,0.5228312340793246,2.0913249363172985,-0.13231078276235414,-0.5292431310494166
1992-06-30,0.5048468877367351,2.0193875509469406,0.009028418777778421,0.036113675111113686
1992-09-30,0.5202325977350641,2.0809303909402566,-0.03173950360236337,-0.12695801440945348
1992-12-31,0.6275290673344185,2.510116269337674,-0.14305999746952827,-0.5722399898781131
1993-03-31,0.6758741361323476,2.7034965445293904,0.025028827524028012,0.10011531009611205
1993-06-30,0.40828226090135766,1.6331290436054307,-0.051481866568513404,-0.20592746627405362
1993-09-30,0.3159902786021235,1.263961114408494,-0.06159584717043143,-0.2463833886817257
1993-12-31,0.3513630514488564,1.4054522057954255,-0.05304219600563239,-0.21216878402252956
1994-03-31,0.3292633935120574,1.3170535740482296,-0.12707345040368795,-0.5082938016147518
1994-06-30,0.3089095337804888,1.2356381351219552,-0.026108089500635298,-0.10443235800254119
1994-09-30,0.20600826420310664,0.8240330568124266,0.01701529550840194,0.06806118203360775
1994-12-31,0.1970349825597753,0.7881399302391012,0.029259742119323237,0.11703896847729295
1995-03-31,0.1486116408418988,0.5944465633675952,0.026842791566247873,0.10737116626499149
1995-06-30,0.23459493740931628,0.9383797496372651,0.08702569584324284,0.34810278337297135
1995-09-30,0.3123228084397044,1.2492912337588176,0.12434620635995691,0.49738482543982765
1995-12-31,0.19806592947735013,0.7922637179094005,0.23927068534211673,0.9570827413684669
1996-03-31,0.21063646339569084,0.8425458535827633,0.18796955089263212,0.7518782035705285
1996-06-30,0.19080545818850148,0.7632218327540059,0.20855919407527657,0.8342367763011063
1996-09-30,0.12327299243578056,0.49309196974312225,0.200996170692595,0.80398468277038
1996-12-31,0.1553637809052631,0.6214551236210524,0.16786379900751763,0.6714551960300705
1997-03-31,0.10738349219862724,0.42953396879450895,0.1327274773237844,0.5309099092951376
1997-06-30,0.10989565363296072,0.4395826145318429,0.19561674653157055,0.7824669861262822
1997-09-30,0.08582407953761263,0.34329631815045053,0.15478962660960482,0.6191585064384193
1997-12-31,0.11602200069680836,0.46408800278723344,0.14883673010558301,0.5953469204223321
1998-03-31,0.1791987378101786,0.7167949512407144,0.13317947170499703,0.5327178868199881
1998-06-30,0.11783072419637627,0.4713228967855051,0.14533645737436263,0.5813458294974505
1998-09-30,0.1340061910587173,0.5360247642348692,0.2745101660055674,1.0980406640222695
1998-12-31,0.19640267594879793,0.7856107037951917,0.20345800487470944,0.8138320194988378
1999-03-31,0.11105928985683292,0.44423715942733166,0.1791195585050094,0.7164782340200376
1999-06-30,0.0810845628926631,0.3243382515706524,0.26032208785066174,1.041288351402647
1999-09-30,0.14609388168147103,0.5843755267258841,0.20290128466060764,0.8116051386424306
1999-12-31,0.12951258168883878,0.5180503267553551,0.19571492265261375,0.782859690610455
2000-03-31,0.22249835138660207,0.8899934055464083,0.1112018046848412,0.4448072187393648
2000-06-30,0.2783391937237255,1.113356774894902,0.1920127623124338,0.7680510492497352
2000-09-30,0.3652656575642613,1.4610626302570453,0.18384727643845158,0.7353891057538063
2000-12-31,0.35408275834088576,1.416331033363543,0.2066045639519894,0.8264182558079576
2001-03-31,0.3678099922187307,1.4712399688749227,0.38206828193992615,1.5282731277597046
2001-06-30,0.3597028683415825,1.43881147336633,0.3315990276644071,1.3263961106576283
2001-09-30,0.3190038628669941,1.2760154514679765,0.345228842005541,1.380915368022164
2001-12-31,0.2213771029034858,0.8855084116139432,0.3430888146468034,1.3723552585872136
2002-03-31,0.08166110108278225,0.326644404331129,0.20735574285267586,0.8294229714107034
2002-06-30,0.026517280894151445,0.10606912357660578,0.017245057736087366,0.06898023094434946
2002-09-30,0.03109228854305012,0.12436915417220049,-0.050254020874487944,-0.20101608349795178
2002-12-31,0.019479284646006033,0.07791713858402413,-0.09943299610237802,-0.3977319844095121
2003-03-31,0.050522474899903594,0.20208989959961438,-0.21768147596466247,-0.8707259038586499
2003-06-30,0.06677890525024884,0.26711562100099534,-0.08604520569449864,-0.34418082277799456
2003-09-30,-0.004921570836289475,-0.0196862833451579,-0.07593658162871707,-0.30374632651486827
2003-12-31,-0.006773228565410523,-0.027092914261642093,-0.16321770271487107,-0.6528708108594843
2004-03-31,0.023029183137343555,0.09211673254937422,-0.12346008681008713,-0.49384034724034853
2004-06-30,0.00410406038298218,0.01641624153192872,-0.10373628167511846,-0.41494512670047384
2004-09-30,-0.004191472869145382,-0.01676589147658153,-0.08251527078556556,-0.33006108314226223
2004-12-31,-0.02663143334517995,-0.1065257333807198,-0.1638834599421926,-0.6555338397687704
2005-03-31,0.042347916838955973,0.1693916673558239,-0.14319550687947033,-0.5727820275178813
2005-06-30,0.04058241640661919,0.16232966562647677,-0.18508767450310926,-0.740350698012437
2005-09-30,0.09093144831866307,0.36372579327465226,-0.056005387912383096,-0.22402155164953239
2005-12-31,0.07907621885352245,0.3163048754140898,0.022712600048925176,0.0908504001957007
2006-03-31,0.09305413925670154,0.37221655702680617,-0.04064658399364858,-0.16258633597459432
2006-06-30,0.19678965405454657,0.7871586162181863,0.10513725458234113,0.42054901832936453
2006-09-30,0.22167918279736495,0.8867167311894598,0.15352121078492637,0.6140848431397055
2006-12-31,0.2513897209177116,1.0055588836708464,0.09371254626671655,0.3748501850668662
2007-03-31,0.3069601928463749,1.2278407713854995,0.23122618340326015,0.9249047336130406
2007-06-30,0.30134465828090923,1.205378633123637,0.18810434059731987,0.7524173623892795
2007-09-30,0.4387396088954043,1.7549584355816172,0.25816029281417285,1.0326411712566914
